,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
25716,27.0,female,Master,204788.0,5,RENT,12075.0,DEBTCONSOLIDATION,12.42,0.06,9.0,668,Yes
21111,30.0,male,Bachelor,73212.0,7,RENT,5000.0,VENTURE,12.69,0.07,8.0,712,Yes
26060,30.0,male,High School,115078.0,9,MORTGAGE,12000.0,HOMEIMPROVEMENT,8.94,0.1,5.0,654,Yes
26454,27.0,male,Doctorate,123365.0,4,MORTGAGE,10000.0,VENTURE,9.63,0.08,9.0,710,No
3701,25.0,female,Associate,23747.0,1,RENT,4000.0,EDUCATION,19.03,0.17,4.0,571,No
6,26.0,female,Bachelor,93471.0,1,RENT,35000.0,EDUCATION,12.42,0.37,3.0,701,No
42477,32.0,female,Master,17728.0,10,RENT,4791.0,EDUCATION,7.37,0.27,8.0,713,No
3272,21.0,male,Bachelor,18995.0,0,RENT,3600.0,PERSONAL,15.95,0.19,2.0,666,No
8215,23.0,female,Master,37025.0,2,RENT,7500.0,PERSONAL,13.24,0.2,3.0,569,No
16386,24.0,female,Bachelor,87365.0,2,RENT,15000.0,EDUCATION,10.99,0.17,2.0,665,No
10413,24.0,male,High School,81622.0,0,MORTGAGE,14400.0,EDUCATION,11.71,0.18,2.0,638,Yes
23294,33.0,male,High School,75614.0,9,RENT,8000.0,VENTURE,11.48,0.11,7.0,651,Yes
13914,25.0,male,Bachelor,104225.0,4,MORTGAGE,24000.0,DEBTCONSOLIDATION,11.01,0.23,2.0,527,No
34127,26.0,male,High School,64941.0,7,RENT,6454.0,EDUCATION,11.33,0.1,6.0,550,No
16348,22.0,male,Bachelor,45399.0,0,MORTGAGE,7500.0,VENTURE,10.95,0.17,3.0,657,Yes
41283,37.0,male,Associate,97127.0,18,MORTGAGE,6000.0,VENTURE,11.27,0.06,14.0,660,Yes
35781,34.0,male,High School,31169.0,9,RENT,3730.0,DEBTCONSOLIDATION,12.45,0.12,7.0,597,Yes
10031,22.0,female,High School,79009.0,0,MORTGAGE,13000.0,PERSONAL,14.35,0.16,4.0,591,Yes
30704,40.0,female,Associate,75252.0,18,MORTGAGE,2600.0,DEBTCONSOLIDATION,7.66,0.03,14.0,620,No
6636,25.0,female,Bachelor,63849.0,3,RENT,6000.0,VENTURE,14.96,0.09,2.0,668,Yes
39177,33.0,female,High School,49382.0,7,MORTGAGE,16208.0,MEDICAL,7.07,0.33,9.0,591,Yes
39470,24.0,female,Associate,51598.0,0,MORTGAGE,19200.0,VENTURE,7.9,0.37,4.0,598,No
15731,23.0,male,Bachelor,66110.0,0,RENT,15550.0,DEBTCONSOLIDATION,11.71,0.24,4.0,691,Yes
34804,30.0,female,Associate,33149.0,6,MORTGAGE,4515.0,PERSONAL,11.13,0.14,7.0,528,Yes
26695,27.0,female,Associate,132892.0,3,MORTGAGE,25000.0,DEBTCONSOLIDATION,11.01,0.19,6.0,591,Yes
4745,22.0,male,Bachelor,36997.0,1,RENT,5000.0,EDUCATION,11.49,0.14,2.0,602,No
12135,22.0,male,High School,97116.0,0,MORTGAGE,9500.0,MEDICAL,11.71,0.1,2.0,654,No
32814,25.0,male,Bachelor,87725.0,2,RENT,10000.0,MEDICAL,12.99,0.11,4.0,654,No
15572,26.0,male,Master,175732.0,2,MORTGAGE,20000.0,EDUCATION,11.01,0.11,2.0,561,Yes
39972,24.0,female,Master,85075.0,0,MORTGAGE,24197.0,PERSONAL,11.48,0.28,3.0,649,No
31614,40.0,female,High School,137915.0,18,MORTGAGE,6000.0,MEDICAL,5.42,0.04,17.0,675,Yes
32309,66.0,female,High School,73126.0,42,RENT,27050.0,MEDICAL,11.01,0.37,28.0,719,No
41121,24.0,male,High School,100533.0,3,MORTGAGE,5000.0,PERSONAL,16.35,0.05,3.0,530,Yes
1103,23.0,female,Bachelor,71775.0,2,RENT,17500.0,EDUCATION,9.25,0.24,4.0,613,Yes
32487,55.0,female,High School,94871.0,32,MORTGAGE,8000.0,DEBTCONSOLIDATION,11.01,0.08,29.0,649,No
8555,22.0,male,Associate,18420.0,0,RENT,8000.0,HOMEIMPROVEMENT,9.99,0.43,4.0,609,No
40854,25.0,male,High School,75255.0,0,RENT,12000.0,PERSONAL,8.47,0.16,4.0,587,No
9898,26.0,male,High School,54637.0,3,RENT,9000.0,DEBTCONSOLIDATION,10.39,0.16,2.0,703,No
783,23.0,male,Bachelor,27174.0,0,OWN,9000.0,VENTURE,7.88,0.33,3.0,619,Yes
26869,28.0,male,Associate,138811.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,8.0,0.07,8.0,693,No
42044,32.0,female,High School,70863.0,9,RENT,10000.0,PERSONAL,10.03,0.14,11.0,655,Yes
42160,26.0,female,Bachelor,69341.0,0,RENT,4363.0,DEBTCONSOLIDATION,10.92,0.06,4.0,675,No
42148,28.0,male,High School,68116.0,4,RENT,5036.0,MEDICAL,12.66,0.07,5.0,668,No
2521,22.0,male,Master,24110.0,3,RENT,3000.0,HOMEIMPROVEMENT,11.01,0.12,3.0,662,No
43621,25.0,male,Associate,41698.0,3,RENT,9600.0,PERSONAL,15.82,0.23,5.0,652,No
12753,25.0,male,High School,103212.0,2,MORTGAGE,5500.0,PERSONAL,13.49,0.05,3.0,570,Yes
35392,32.0,female,Associate,46895.0,6,RENT,10970.0,EDUCATION,8.2,0.23,9.0,676,No
41312,27.0,female,Associate,88464.0,5,RENT,4437.0,MEDICAL,7.33,0.05,4.0,605,Yes
44547,31.0,male,Bachelor,55123.0,8,RENT,14000.0,PERSONAL,7.91,0.25,8.0,700,No
6649,24.0,male,Master,65668.0,5,RENT,6000.0,EDUCATION,7.14,0.09,3.0,680,No
9778,23.0,male,Associate,70736.0,2,MORTGAGE,7200.0,MEDICAL,11.97,0.1,3.0,626,No
5086,22.0,male,Bachelor,52801.0,0,OWN,6000.0,EDUCATION,7.68,0.11,3.0,616,Yes
2932,24.0,female,Associate,145364.0,4,RENT,3000.0,HOMEIMPROVEMENT,5.79,0.02,4.0,574,No
7620,24.0,male,High School,92838.0,4,RENT,6400.0,EDUCATION,7.51,0.07,3.0,611,Yes
15384,26.0,female,Bachelor,78931.0,4,RENT,15000.0,HOMEIMPROVEMENT,7.66,0.19,4.0,692,No
39946,22.0,male,Associate,73070.0,0,RENT,8000.0,EDUCATION,14.35,0.11,3.0,613,No
22832,32.0,male,Bachelor,112517.0,12,RENT,7800.0,HOMEIMPROVEMENT,16.29,0.07,6.0,688,Yes
14091,24.0,female,High School,121186.0,3,MORTGAGE,16000.0,VENTURE,6.54,0.13,2.0,666,No
17915,30.0,female,High School,321293.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.36,0.08,9.0,674,No
30537,36.0,female,Associate,26662.0,9,RENT,7550.0,DEBTCONSOLIDATION,14.61,0.28,13.0,686,No
29824,37.0,male,High School,48435.0,14,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.01,0.12,17.0,671,Yes
31148,36.0,male,Associate,49160.0,14,RENT,11250.0,EDUCATION,14.27,0.23,12.0,557,Yes
30599,40.0,female,Associate,72866.0,19,MORTGAGE,3500.0,HOMEIMPROVEMENT,12.99,0.05,14.0,654,No
6462,25.0,male,Bachelor,51133.0,5,RENT,6000.0,MEDICAL,12.42,0.12,2.0,650,No
10490,24.0,male,Associate,36767.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.66,0.27,2.0,554,No
1255,22.0,male,Associate,31147.0,1,MORTGAGE,7000.0,PERSONAL,6.03,0.22,4.0,679,No
20582,34.0,male,Bachelor,51207.0,12,MORTGAGE,17500.0,DEBTCONSOLIDATION,6.17,0.34,6.0,681,Yes
26652,27.0,female,High School,41483.0,6,RENT,15000.0,DEBTCONSOLIDATION,5.79,0.36,8.0,670,No
12966,25.0,male,Master,99820.0,2,RENT,12000.0,EDUCATION,10.99,0.12,3.0,684,Yes
20663,28.0,female,Doctorate,36970.0,7,RENT,5000.0,PERSONAL,6.17,0.14,6.0,704,Yes
38888,28.0,female,Associate,70280.0,6,MORTGAGE,12000.0,EDUCATION,8.99,0.17,7.0,606,No
29004,28.0,female,Associate,94872.0,6,MORTGAGE,20000.0,MEDICAL,11.01,0.21,5.0,659,No
43095,30.0,female,Associate,223547.0,6,MORTGAGE,6801.0,MEDICAL,15.97,0.03,6.0,491,No
29474,40.0,female,High School,23743.0,19,RENT,1800.0,VENTURE,11.99,0.08,13.0,564,Yes
2280,24.0,male,Master,47858.0,1,RENT,13000.0,EDUCATION,10.75,0.27,4.0,670,No
41340,28.0,male,Master,54716.0,5,RENT,10000.0,MEDICAL,16.24,0.18,5.0,686,No
12469,22.0,male,Associate,99107.0,1,MORTGAGE,2500.0,EDUCATION,6.39,0.03,2.0,624,No
34759,29.0,male,Associate,56165.0,3,RENT,12000.0,EDUCATION,11.01,0.21,9.0,580,Yes
13754,22.0,male,Master,116201.0,0,MORTGAGE,6000.0,EDUCATION,13.49,0.05,3.0,723,Yes
9704,26.0,male,Bachelor,22670.0,2,RENT,8500.0,DEBTCONSOLIDATION,14.27,0.37,3.0,678,No
5777,24.0,male,High School,135106.0,3,RENT,5400.0,DEBTCONSOLIDATION,15.27,0.04,4.0,634,No
27993,31.0,male,Master,144977.0,7,MORTGAGE,28000.0,DEBTCONSOLIDATION,8.9,0.19,6.0,692,No
25660,27.0,female,Master,107778.0,4,OWN,3000.0,VENTURE,6.76,0.03,6.0,653,No
20691,27.0,male,Bachelor,40702.0,2,RENT,5000.0,EDUCATION,14.22,0.12,10.0,650,Yes
25124,30.0,male,Bachelor,97002.0,5,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.01,0.12,8.0,608,Yes
15914,25.0,male,Bachelor,541131.0,3,MORTGAGE,35000.0,DEBTCONSOLIDATION,11.11,0.06,4.0,532,Yes
40666,29.0,male,High School,150858.0,6,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.29,0.07,9.0,518,Yes
18778,33.0,male,Master,59008.0,9,RENT,1000.0,MEDICAL,9.99,0.02,10.0,681,No
12168,25.0,male,Associate,25129.0,0,RENT,12000.0,VENTURE,8.07,0.48,4.0,593,No
25144,28.0,male,Bachelor,47402.0,3,RENT,12000.0,PERSONAL,10.75,0.25,5.0,630,No
14725,21.0,male,High School,33859.0,0,OWN,1000.0,EDUCATION,15.27,0.03,2.0,627,No
26310,33.0,male,Bachelor,120617.0,13,MORTGAGE,6400.0,DEBTCONSOLIDATION,7.29,0.05,9.0,520,Yes
20190,29.0,male,Bachelor,49236.0,9,RENT,4000.0,PERSONAL,11.01,0.08,9.0,600,Yes
40428,27.0,female,Bachelor,77804.0,2,MORTGAGE,7503.0,MEDICAL,9.92,0.1,5.0,610,No
8318,22.0,male,Bachelor,60763.0,0,RENT,7500.0,MEDICAL,8.94,0.12,3.0,573,Yes
11684,23.0,male,High School,90514.0,0,MORTGAGE,5400.0,PERSONAL,8.94,0.06,3.0,574,Yes
25944,29.0,male,Associate,98367.0,7,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.01,0.12,9.0,668,No
11045,26.0,male,High School,61716.0,1,RENT,4050.0,HOMEIMPROVEMENT,7.88,0.07,4.0,586,No
18870,32.0,female,Associate,53392.0,11,RENT,1500.0,EDUCATION,11.01,0.03,6.0,613,Yes
34205,24.0,female,High School,109243.0,3,MORTGAGE,5000.0,VENTURE,10.62,0.05,3.0,609,Yes
21324,29.0,male,Bachelor,41885.0,5,RENT,5500.0,MEDICAL,11.01,0.13,5.0,601,Yes
11598,26.0,female,Associate,78013.0,3,RENT,10000.0,VENTURE,16.4,0.13,3.0,606,No
19168,34.0,female,Bachelor,61109.0,10,RENT,2400.0,VENTURE,11.01,0.04,9.0,661,No
32100,48.0,male,Associate,72975.0,24,MORTGAGE,2500.0,VENTURE,7.29,0.03,13.0,701,No
11102,23.0,male,Bachelor,87279.0,0,OWN,15000.0,PERSONAL,6.99,0.17,2.0,622,No
8760,24.0,male,Bachelor,65535.0,0,MORTGAGE,1500.0,DEBTCONSOLIDATION,5.42,0.02,3.0,621,No
9170,26.0,male,High School,72857.0,1,MORTGAGE,6000.0,DEBTCONSOLIDATION,8.94,0.08,4.0,524,Yes
20339,33.0,male,Bachelor,46079.0,12,RENT,4400.0,PERSONAL,11.71,0.1,10.0,657,Yes
26622,28.0,female,Associate,130612.0,5,MORTGAGE,5000.0,HOMEIMPROVEMENT,12.87,0.04,9.0,673,Yes
24478,32.0,male,Master,88683.0,10,MORTGAGE,6000.0,HOMEIMPROVEMENT,15.62,0.07,8.0,645,Yes
29539,40.0,female,Master,20019.0,20,RENT,2375.0,MEDICAL,11.11,0.12,12.0,727,No
32204,37.0,female,Associate,55036.0,18,RENT,8000.0,DEBTCONSOLIDATION,9.63,0.15,14.0,670,Yes
29738,44.0,male,Associate,43059.0,26,RENT,10825.0,DEBTCONSOLIDATION,10.65,0.25,12.0,702,No
5747,22.0,female,Master,56621.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.68,0.11,2.0,691,Yes
40792,44.0,female,High School,145476.0,18,MORTGAGE,17571.0,EDUCATION,9.83,0.12,15.0,689,Yes
40620,30.0,female,Associate,123216.0,8,RENT,18000.0,MEDICAL,10.6,0.15,7.0,564,Yes
20869,29.0,male,Master,75558.0,4,RENT,9000.0,EDUCATION,11.01,0.12,9.0,660,Yes
11532,26.0,male,Bachelor,91162.0,3,MORTGAGE,13000.0,MEDICAL,6.99,0.14,2.0,619,Yes
28748,31.0,male,Associate,103201.0,11,RENT,18500.0,MEDICAL,7.51,0.18,7.0,667,No
844,23.0,female,Bachelor,28372.0,0,MORTGAGE,4800.0,PERSONAL,5.79,0.17,2.0,667,No
38054,25.0,female,Associate,70370.0,2,MORTGAGE,20819.0,EDUCATION,11.91,0.3,6.0,564,Yes
34040,24.0,male,High School,63381.0,3,RENT,4286.0,EDUCATION,11.34,0.07,4.0,609,Yes
28321,33.0,male,High School,105779.0,11,MORTGAGE,9000.0,VENTURE,17.93,0.09,7.0,653,No
26482,28.0,male,Master,124922.0,6,MORTGAGE,9000.0,EDUCATION,9.88,0.07,6.0,677,No
35604,30.0,female,Bachelor,85089.0,9,MORTGAGE,5545.0,MEDICAL,6.67,0.07,9.0,701,Yes
18115,29.0,male,Bachelor,111706.0,8,RENT,25000.0,VENTURE,14.96,0.22,5.0,668,No
10587,22.0,female,Bachelor,42997.0,0,RENT,10000.0,VENTURE,11.01,0.23,2.0,492,Yes
22909,29.0,male,Bachelor,73010.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,13.49,0.08,8.0,678,Yes
20160,33.0,female,Bachelor,42259.0,14,RENT,4000.0,VENTURE,10.25,0.09,9.0,606,Yes
43159,27.0,male,High School,53873.0,2,RENT,11522.0,DEBTCONSOLIDATION,10.13,0.21,4.0,683,No
42750,25.0,male,High School,63890.0,1,RENT,7798.0,MEDICAL,13.91,0.12,2.0,633,No
11309,24.0,male,Bachelor,67093.0,5,RENT,10000.0,DEBTCONSOLIDATION,8.94,0.15,3.0,550,No
39265,28.0,male,Bachelor,36953.0,2,RENT,8000.0,PERSONAL,11.01,0.22,8.0,637,Yes
7519,21.0,male,High School,24786.0,0,RENT,6400.0,PERSONAL,10.99,0.26,3.0,522,No
30173,38.0,male,Associate,23334.0,13,RENT,6000.0,VENTURE,15.99,0.26,12.0,637,No
8622,26.0,male,Bachelor,72262.0,4,MORTGAGE,12000.0,VENTURE,6.62,0.17,3.0,668,Yes
1330,25.0,male,Bachelor,29563.0,1,RENT,1000.0,MEDICAL,11.49,0.03,2.0,682,Yes
39201,23.0,female,High School,55381.0,2,RENT,9000.0,EDUCATION,9.79,0.16,3.0,592,No
9512,22.0,male,Bachelor,75378.0,0,MORTGAGE,3600.0,EDUCATION,7.37,0.05,2.0,701,No
23837,27.0,female,Bachelor,73363.0,5,MORTGAGE,2000.0,MEDICAL,15.7,0.03,6.0,660,No
42179,25.0,male,High School,65800.0,3,RENT,20000.0,VENTURE,14.45,0.3,4.0,656,No
7545,21.0,male,High School,65526.0,0,MORTGAGE,2700.0,PERSONAL,14.72,0.04,4.0,678,Yes
37393,26.0,female,Bachelor,81901.0,3,RENT,5000.0,PERSONAL,12.03,0.06,4.0,573,Yes
28775,31.0,male,Bachelor,30019.0,10,RENT,6000.0,EDUCATION,8.49,0.2,5.0,648,Yes
39630,31.0,male,Bachelor,39731.0,10,RENT,2334.0,HOMEIMPROVEMENT,6.49,0.06,6.0,675,Yes
20188,34.0,male,Bachelor,41084.0,13,RENT,4000.0,EDUCATION,16.45,0.1,5.0,696,No
27548,32.0,male,Associate,81271.0,8,RENT,15000.0,MEDICAL,11.01,0.18,5.0,626,No
43388,27.0,male,Bachelor,62313.0,2,RENT,4971.0,DEBTCONSOLIDATION,11.77,0.08,5.0,656,No
44818,21.0,female,High School,15153.0,1,OWN,3000.0,EDUCATION,8.9,0.2,4.0,594,No
22546,27.0,female,Master,67842.0,6,OWN,4200.0,EDUCATION,10.37,0.06,9.0,576,No
28778,30.0,female,High School,94714.0,7,MORTGAGE,26000.0,MEDICAL,15.96,0.27,5.0,664,Yes
44062,28.0,female,High School,40522.0,8,RENT,7959.0,DEBTCONSOLIDATION,6.86,0.2,7.0,649,No
30014,43.0,female,Master,53731.0,20,MORTGAGE,10000.0,PERSONAL,10.38,0.19,14.0,588,Yes
17817,26.0,male,High School,41690.0,0,RENT,7500.0,VENTURE,7.9,0.18,4.0,570,Yes
31165,37.0,male,Associate,89513.0,13,MORTGAGE,10000.0,PERSONAL,16.29,0.11,14.0,590,No
35761,30.0,male,High School,130609.0,6,MORTGAGE,7134.0,PERSONAL,9.0,0.05,6.0,622,No
27582,28.0,male,Associate,181211.0,3,MORTGAGE,20000.0,EDUCATION,11.01,0.11,8.0,631,Yes
34027,22.0,male,Bachelor,102475.0,1,RENT,3133.0,EDUCATION,9.32,0.03,4.0,550,Yes
18123,27.0,male,Associate,116091.0,2,RENT,25000.0,HOMEIMPROVEMENT,11.01,0.22,6.0,673,Yes
38052,25.0,male,High School,135730.0,4,MORTGAGE,16000.0,PERSONAL,8.74,0.12,4.0,634,No
14712,24.0,male,Associate,48866.0,5,RENT,15000.0,MEDICAL,7.88,0.31,4.0,656,No
41587,43.0,male,High School,51801.0,20,MORTGAGE,7480.0,EDUCATION,13.09,0.14,15.0,635,No
37768,36.0,male,Bachelor,101790.0,11,MORTGAGE,1000.0,EDUCATION,7.55,0.01,16.0,646,No
41016,27.0,male,Master,151134.0,4,MORTGAGE,29665.0,MEDICAL,10.99,0.2,9.0,602,Yes
33738,32.0,male,Bachelor,116193.0,11,MORTGAGE,8000.0,MEDICAL,11.29,0.07,7.0,652,Yes
24692,29.0,male,High School,71504.0,7,MORTGAGE,3000.0,MEDICAL,17.19,0.04,6.0,517,No
31056,36.0,female,High School,79844.0,11,RENT,10000.0,EDUCATION,6.62,0.13,12.0,591,Yes
16266,26.0,male,High School,51254.0,1,RENT,4500.0,DEBTCONSOLIDATION,7.66,0.09,2.0,644,No
5575,24.0,male,Bachelor,87538.0,1,RENT,5000.0,MEDICAL,11.01,0.06,3.0,661,No
14058,26.0,female,Associate,96631.0,4,RENT,14000.0,EDUCATION,11.01,0.14,2.0,480,Yes
17678,22.0,female,High School,43236.0,0,RENT,6500.0,EDUCATION,15.95,0.15,3.0,635,No
15079,23.0,female,Bachelor,145307.0,4,MORTGAGE,23000.0,EDUCATION,11.03,0.16,2.0,693,No
39909,23.0,male,Master,35911.0,0,RENT,5000.0,EDUCATION,12.35,0.14,3.0,631,No
36213,24.0,male,Master,156826.0,2,OWN,23638.0,VENTURE,11.35,0.15,3.0,643,Yes
28009,27.0,female,Bachelor,99384.0,4,MORTGAGE,10000.0,VENTURE,7.51,0.1,6.0,704,Yes
32774,29.0,female,Bachelor,168751.0,9,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.33,0.15,6.0,612,Yes
2750,24.0,female,High School,65845.0,6,RENT,12000.0,EDUCATION,8.49,0.18,4.0,575,Yes
25668,27.0,female,High School,108165.0,5,MORTGAGE,10000.0,PERSONAL,7.51,0.09,9.0,678,No
10501,24.0,male,Bachelor,82321.0,1,MORTGAGE,3600.0,HOMEIMPROVEMENT,7.74,0.04,4.0,655,Yes
12144,25.0,female,Bachelor,97046.0,2,MORTGAGE,6000.0,VENTURE,6.03,0.06,4.0,676,No
34312,22.0,male,High School,106435.0,0,MORTGAGE,15000.0,EDUCATION,11.82,0.14,4.0,584,Yes
12600,26.0,female,Master,31045.0,1,RENT,3000.0,DEBTCONSOLIDATION,9.32,0.1,4.0,629,Yes
39049,23.0,male,Bachelor,51451.0,0,MORTGAGE,12000.0,PERSONAL,15.2,0.23,3.0,470,Yes
35114,28.0,male,Bachelor,48968.0,4,RENT,6500.0,VENTURE,11.05,0.13,6.0,671,Yes
25713,27.0,female,Master,268464.0,7,RENT,12000.0,EDUCATION,14.96,0.04,6.0,703,No
2923,25.0,female,High School,42975.0,3,MORTGAGE,5000.0,PERSONAL,5.99,0.12,4.0,641,Yes
16334,22.0,female,Bachelor,58246.0,1,RENT,4000.0,VENTURE,11.01,0.07,3.0,541,No
24190,29.0,female,Bachelor,85024.0,5,MORTGAGE,4000.0,MEDICAL,11.86,0.05,5.0,596,No
24339,29.0,female,Associate,58698.0,4,RENT,10000.0,PERSONAL,7.51,0.17,7.0,566,Yes
25269,32.0,female,Associate,58662.0,11,RENT,12000.0,MEDICAL,6.62,0.2,7.0,689,No
39242,26.0,female,Bachelor,36934.0,4,RENT,7200.0,VENTURE,13.4,0.19,6.0,628,Yes
23297,27.0,male,Bachelor,76300.0,5,RENT,8000.0,HOMEIMPROVEMENT,7.51,0.1,6.0,651,Yes
18424,33.0,female,Associate,102993.0,9,RENT,20000.0,DEBTCONSOLIDATION,15.27,0.19,10.0,662,Yes
27762,27.0,female,Doctorate,241287.0,5,MORTGAGE,7000.0,PERSONAL,6.03,0.03,10.0,706,No
40457,23.0,female,Bachelor,25311.0,2,RENT,1165.0,MEDICAL,9.03,0.05,2.0,579,Yes
26037,28.0,female,Doctorate,115074.0,7,OWN,25000.0,HOMEIMPROVEMENT,9.62,0.22,8.0,719,Yes
39371,30.0,female,Bachelor,222763.0,10,MORTGAGE,6000.0,VENTURE,10.73,0.03,12.0,641,No
25597,31.0,female,Master,105303.0,7,OWN,15000.0,HOMEIMPROVEMENT,13.11,0.14,8.0,647,Yes
31757,36.0,male,Bachelor,166799.0,12,MORTGAGE,10000.0,VENTURE,13.98,0.06,12.0,687,No
13208,23.0,female,Master,108981.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.01,0.11,3.0,665,Yes
33857,30.0,male,Associate,73153.0,6,RENT,1948.0,PERSONAL,12.52,0.03,8.0,615,No
25384,33.0,male,Master,101436.0,11,MORTGAGE,20000.0,EDUCATION,14.61,0.2,5.0,727,No
14737,23.0,female,High School,51363.0,0,RENT,15000.0,VENTURE,13.49,0.29,3.0,612,No
1660,22.0,male,Bachelor,27045.0,0,RENT,1600.0,PERSONAL,11.01,0.06,4.0,547,Yes
37277,37.0,female,High School,87551.0,13,RENT,10000.0,HOMEIMPROVEMENT,9.54,0.11,9.0,606,Yes
40094,26.0,female,Associate,67104.0,5,RENT,9043.0,HOMEIMPROVEMENT,11.01,0.13,2.0,606,Yes
8119,24.0,female,Associate,68001.0,0,MORTGAGE,6500.0,MEDICAL,10.99,0.1,2.0,615,Yes
30092,41.0,male,Bachelor,109235.0,21,RENT,5000.0,VENTURE,14.26,0.05,13.0,702,Yes
28593,30.0,female,Associate,216761.0,6,MORTGAGE,6000.0,EDUCATION,6.62,0.03,8.0,674,Yes
36082,29.0,female,High School,87516.0,9,MORTGAGE,24065.0,DEBTCONSOLIDATION,8.09,0.27,9.0,576,Yes
2758,22.0,male,Bachelor,67038.0,1,RENT,12000.0,VENTURE,8.32,0.18,4.0,653,No
14085,25.0,male,High School,121016.0,3,OWN,15000.0,HOMEIMPROVEMENT,6.17,0.12,4.0,605,Yes
3848,22.0,male,Associate,47135.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,9.99,0.1,4.0,660,Yes
18370,31.0,male,Associate,78875.0,11,RENT,20000.0,VENTURE,10.65,0.25,8.0,633,No
41246,23.0,male,Bachelor,49255.0,2,MORTGAGE,5000.0,MEDICAL,5.44,0.1,3.0,680,Yes
36657,26.0,male,High School,144944.0,2,MORTGAGE,25000.0,EDUCATION,10.86,0.17,3.0,594,Yes
5684,25.0,female,Bachelor,135638.0,2,RENT,5000.0,DEBTCONSOLIDATION,10.25,0.04,3.0,657,Yes
41069,29.0,male,Bachelor,48564.0,7,RENT,5000.0,MEDICAL,11.12,0.1,10.0,614,Yes
4945,22.0,female,Master,42442.0,0,RENT,5000.0,MEDICAL,15.21,0.12,2.0,617,No
4266,26.0,female,Bachelor,71283.0,1,RENT,4500.0,MEDICAL,6.03,0.06,2.0,603,Yes
24049,33.0,male,High School,84667.0,10,MORTGAGE,16000.0,PERSONAL,11.99,0.19,8.0,664,Yes
42043,24.0,male,Bachelor,63295.0,4,MORTGAGE,5000.0,PERSONAL,14.22,0.08,3.0,567,No
16181,24.0,female,High School,136330.0,2,MORTGAGE,8600.0,DEBTCONSOLIDATION,13.11,0.06,4.0,659,No
14054,24.0,female,High School,106670.0,3,MORTGAGE,24000.0,DEBTCONSOLIDATION,19.69,0.22,2.0,657,No
13834,26.0,male,Master,51390.0,5,RENT,14000.0,VENTURE,6.92,0.27,2.0,675,No
33102,33.0,male,Master,105433.0,5,MORTGAGE,2429.0,EDUCATION,7.83,0.02,5.0,631,No
23166,30.0,female,High School,73115.0,9,MORTGAGE,6000.0,DEBTCONSOLIDATION,12.73,0.08,6.0,693,Yes
13089,23.0,male,Bachelor,110768.0,1,RENT,12000.0,DEBTCONSOLIDATION,5.42,0.11,3.0,666,Yes
6127,24.0,female,Associate,58572.0,1,MORTGAGE,17000.0,HOMEIMPROVEMENT,6.91,0.29,4.0,683,Yes
7864,23.0,male,Master,66819.0,0,OWN,15000.0,VENTURE,13.49,0.22,2.0,705,Yes
3687,22.0,male,High School,19772.0,0,RENT,4000.0,HOMEIMPROVEMENT,11.12,0.2,3.0,567,No
14545,22.0,male,Bachelor,41670.0,3,RENT,15000.0,VENTURE,14.96,0.36,4.0,585,No
34813,25.0,female,Associate,34332.0,2,OWN,14125.0,VENTURE,6.99,0.41,4.0,658,Yes
15459,26.0,male,Doctorate,165429.0,5,MORTGAGE,3500.0,EDUCATION,12.18,0.02,2.0,642,Yes
38137,38.0,male,High School,27063.0,12,RENT,6500.0,VENTURE,8.49,0.24,13.0,614,Yes
13321,22.0,male,Associate,55302.0,0,RENT,2800.0,PERSONAL,13.49,0.05,2.0,646,Yes
7123,26.0,female,Associate,79357.0,3,RENT,7000.0,EDUCATION,11.01,0.09,2.0,658,No
18010,28.0,male,Master,77042.0,5,RENT,25000.0,MEDICAL,11.36,0.32,8.0,667,No
38111,28.0,male,Associate,155424.0,3,MORTGAGE,3795.0,EDUCATION,12.89,0.02,7.0,618,No
8385,26.0,male,Master,69762.0,1,MORTGAGE,3500.0,DEBTCONSOLIDATION,5.42,0.05,4.0,650,No
34352,41.0,female,High School,67156.0,19,MORTGAGE,4000.0,PERSONAL,7.55,0.06,11.0,623,No
13154,22.0,male,Associate,107919.0,0,MORTGAGE,16000.0,PERSONAL,13.22,0.15,4.0,562,Yes
15665,24.0,female,Associate,82205.0,1,RENT,15000.0,MEDICAL,15.58,0.18,4.0,658,No
17136,24.0,female,High School,48989.0,2,RENT,7000.0,EDUCATION,11.34,0.14,2.0,638,No
16814,22.0,female,Bachelor,82517.0,1,MORTGAGE,6400.0,EDUCATION,7.14,0.08,3.0,686,No
